symbol,direction,entry_price,exit_price,pnl_usdt,news_id,would_take_again,notes
ETHUSDT,long,3828.33321,3605.9961000000003,-91.7015125816678,mock-news-278,,
ETHUSDT,long,3788.6433749999997,3605.9961000000003,-76.09810362389973,mock-news-286,,
BTCUSDT,long,61748.859,58990.19015000001,-67.3671472718397,mock-news-4,,
ETHUSDT,long,3676.37727,3522.1380500000005,-66.61829747827177,mock-news-250,,
BTCUSDT,long,97493.62245,94029.9615,-53.10405575369985,mock-news-324,,
