symbol,direction,entry_price,exit_price,pnl_usdt,news_id,would_take_again,notes
ETHUSDT,long,2489.7542550000003,2853.1727000000005,216.40748325658217,mock-news-4,,
BTCUSDT,long,95735.74394999999,106807.96930000001,175.85932583520037,mock-news-282,,
BTCUSDT,long,70674.01934999999,78628.16625000001,165.78294654096047,mock-news-122,,
BTCUSDT,long,88297.22655,95930.21090000002,128.50798737534024,mock-news-180,,
ETHUSDT,long,3366.3223199999998,3644.4768500000005,125.28434570106032,mock-news-220,,
